word,COCA-Acad,ppm,ratio,disp
highly,16676.00,138.97,1.83,0.95
majority,16669.00,138.91,1.45,0.94
politics,16659.00,138.83,1.29,0.89
appropriate,16638.00,138.65,2.07,0.95
property,16598.00,138.32,1.33,0.93
staff,16589.00,138.24,1.06,0.95
union,16557.00,137.98,1.22,0.9
statement,16529.00,137.74,1.25,0.95
page,16509.00,137.58,0.87,0.9
reform,16507.00,137.56,1.42,0.9
protect,16503.00,137.53,1.05,0.93
before,16450.00,137.08,0.49,0.95
publish,16448.00,137.07,1.52,0.94
avoid,16432.00,136.93,1.24,0.96
responsibility,16422.00,136.85,1.45,0.95
no,16415.00,136.79,0.97,0.95
encourage,16413.00,136.78,1.59,0.96
successful,16409.00,136.74,1.5,0.96
short,16396.00,136.63,0.87,0.94
little,16326.00,136.05,1.17,0.95
key,16308.00,135.90,1.44,0.95
nor,16306.00,135.88,1.43,0.94
decide,16289.00,135.74,0.63,0.96
open,16277.00,135.64,0.47,0.95
car,16259.00,135.49,0.4,0.88
quite,16247.00,135.39,0.76,0.95
assess,16198.00,134.98,2.68,0.92
view,16190.00,134.92,1.93,0.94
client,16181.00,134.84,1.52,0.89
instrument,16121.00,134.34,2.23,0.92
relatively,16084.00,134.03,1.99,0.92
west,16045.00,133.71,0.7,0.92
claim,16031.00,133.59,1.18,0.94
meaning,16027.00,133.56,2.17,0.92
letter,16024.00,133.53,0.86,0.94
bank,16013.00,133.44,0.79,0.91
middle,16001.00,133.34,1.29,0.94
limit,15973.00,133.11,1.79,0.95
prevent,15954.00,132.95,1.41,0.94
committee,15910.00,132.58,1.22,0.92
board,15882.00,132.35,0.88,0.95
series,15857.00,132.14,0.94,0.93
increase,15833.00,131.94,1.65,0.93
professor,15819.00,131.83,1.05,0.95
partner,15816.00,131.80,1.35,0.92
directly,15805.00,131.71,1.51,0.94
deal,15800.00,131.67,0.89,0.96
previous,15796.00,131.63,1.64,0.94
demand,15792.00,131.60,1.69,0.94
vision,15772.00,131.43,1.57,0.92
act,15765.00,131.38,1.12,0.95
female,15711.00,130.93,1.81,0.9
hard,15645.00,130.38,0.58,0.94
attempt,15566.00,129.72,1.59,0.95
half,15535.00,129.46,0.71,0.94
influence,15499.00,129.16,2.34,0.94
independent,15475.00,128.96,1.62,0.95
list,15467.00,128.89,0.98,0.95
generation,15453.00,128.78,1.31,0.93
little,15427.00,128.56,0.33,0.96
solution,15396.00,128.30,1.55,0.93
direct,15254.00,127.12,1.91,0.95
public,15254.00,127.12,1.09,0.94
record,15208.00,126.73,0.63,0.94
conclusion,15194.00,126.62,2.14,0.96
around,15182.00,126.52,0.4,0.93
civil,15128.00,126.07,1.3,0.89
presence,15105.00,125.88,1.6,0.95
scientific,15091.00,125.76,2.1,0.89
original,15079.00,125.66,1.41,0.94
argument,15078.00,125.65,1.46,0.93
prepare,15071.00,125.59,0.99,0.96
ethnic,15041.00,125.34,2.22,0.89
die,15041.00,125.34,0.49,0.95
version,15038.00,125.32,1.39,0.92
complex,15016.00,125.13,2.05,0.93
that,14970.00,124.75,1.12,0.95
active,14938.00,124.48,1.83,0.94
collection,14916.00,124.30,1.25,0.92
male,14900.00,124.17,1.8,0.88
claim,14844.00,123.70,1.67,0.93
participation,14841.00,123.68,2.81,0.91
direction,14826.00,123.55,1.15,0.94
cover,14808.00,123.40,0.68,0.93
capital,14796.00,123.30,1.28,0.93
memory,14769.00,123.08,1.1,0.92
focus,14735.00,122.79,1.75,0.95
freedom,14734.00,122.78,1.4,0.91
entire,14727.00,122.73,1.08,0.94
final,14716.00,122.63,1.09,0.95
press,14678.00,122.32,1.01,0.93
night,14670.00,122.25,0.26,0.92
contrast,14666.00,122.22,2.22,0.94
prove,14646.00,122.05,1.07,0.94
wide,14632.00,121.93,1.16,0.92
meeting,14623.00,121.86,0.95,0.95
picture,14622.00,121.85,0.69,0.92
failure,14596.00,121.63,1.66,0.95
open,14594.00,121.62,0.7,0.94
cause,14590.00,121.58,1.23,0.95
defense,14585.00,121.54,0.78,0.9
gas,14573.00,121.44,1.22,0.84
end,14551.00,121.26,0.57,0.95
nuclear,14546.00,121.22,1.31,0.87
internal,14532.00,121.10,2.15,0.94
council,14511.00,120.93,1.48,0.92
east,14503.00,120.86,0.78,0.91
violence,14471.00,120.59,1.21,0.91
moment,14460.00,120.50,0.42,0.94
threat,14421.00,120.18,1.26,0.92
journal,14411.00,120.09,1.99,0.94
plan,14392.00,119.93,0.83,0.95
official,14381.00,119.84,0.59,0.91
interview,14365.00,119.71,1.08,0.91
income,14315.00,119.29,1.33,0.92
past,14312.00,119.27,1.17,0.93
girl,14273.00,118.94,0.41,0.91
due,14272.00,118.93,2.19,0.94
multiple,14263.00,118.86,2.28,0.92
option,14251.00,118.76,1.26,0.93
possibility,14233.00,118.61,1.44,0.95
facility,14147.00,117.89,1.54,0.89
user,14141.00,117.84,2.16,0.86
face,14136.00,117.80,0.36,0.95
discover,14126.00,117.72,1.13,0.92
photograph,14104.00,117.53,0.94,0.89
emerge,14077.00,117.31,1.55,0.94
protection,14048.00,117.07,1.55,0.91
extent,14021.00,116.84,2.12,0.94
employee,14013.00,116.78,1.05,0.92
terms,14012.00,116.77,1.46,0.95
male,14008.00,116.73,1.83,0.9
mental,13983.00,116.53,1.85,0.9
piece,13966.00,116.38,0.65,0.92
gain,13949.00,116.24,1.48,0.96
thought,13943.00,116.19,0.89,0.93
town,13934.00,116.12,0.56,0.92
drive,13927.00,116.06,0.56,0.93
explore,13872.00,115.60,1.87,0.94
consequence,13866.00,115.55,1.93,0.94
whole,13865.00,115.54,0.54,0.96
generate,13865.00,115.54,2.04,0.91
street,13864.00,115.53,0.42,0.94
mission,13761.00,114.68,1.24,0.91
conference,13750.00,114.58,1.08,0.94
serious,13713.00,114.28,0.88,0.95
content,13707.00,114.23,1.99,0.94
device,13669.00,113.91,1.75,0.87
cut,13634.00,113.62,0.46,0.93
average,13613.00,113.44,1.5,0.94
break,13592.00,113.27,0.55,0.95
requirement,13576.00,113.13,2.18,0.93
broad,13566.00,113.05,1.61,0.94
citizen,13516.00,112.63,1.2,0.9
feeling,13514.00,112.62,0.93,0.93
observation,13512.00,112.60,2.5,0.9
boy,13478.00,112.32,0.41,0.94
visual,13475.00,112.29,2.39,0.87
stop,13472.00,112.27,0.36,0.95
race,13466.00,112.22,0.79,0.92
answer,13415.00,111.79,0.87,0.96
river,13389.00,111.58,0.83,0.89
difficulty,13377.00,111.48,1.95,0.95
outside,13331.00,111.09,0.92,0.95
base,13241.00,110.34,1.04,0.93
island,13224.00,110.20,0.98,0.88
soon,13223.00,110.19,0.68,0.94
instead,13218.00,110.15,1.08,0.96
hundred,13175.00,109.79,0.82,0.92
realize,13174.00,109.78,0.68,0.96
advantage,13163.00,109.69,1.45,0.94
collect,13161.00,109.68,1.46,0.92
regional,13153.00,109.61,1.85,0.91
perceive,13146.00,109.55,2.51,0.92
ie,13129.00,109.41,3.08,0.92
manager,13120.00,109.33,0.92,0.9
urban,13119.00,109.33,1.78,0.91
powerful,13096.00,109.13,1.28,0.95
remove,13095.00,109.13,0.94,0.91
son,13089.00,109.08,0.52,0.93
female,13060.00,108.83,2.02,0.88
capacity,13001.00,108.34,2.01,0.94
increased,12996.00,108.30,2.23,0.93
introduce,12987.00,108.23,1.35,0.94
off,12985.00,108.21,0.4,0.93
lot,12978.00,108.15,0.24,0.95
ensure,12973.00,108.11,1.92,0.95
crisis,12919.00,107.66,1.23,0.91
opinion,12902.00,107.52,1.21,0.93
select,12852.00,107.10,1.95,0.92
debate,12823.00,106.86,1.1,0.93
division,12799.00,106.66,1.4,0.92
whom,12794.00,106.62,1.1,0.94
moreover,12762.00,106.35,2.6,0.95
tree,12740.00,106.17,0.62,0.86
ten,12732.00,106.10,0.92,0.94
join,12715.00,105.96,0.51,0.94
emphasize,12685.00,105.71,2.18,0.95
win,12682.00,105.68,0.37,0.94
regarding,12681.00,105.68,2.37,0.93
sure,12660.00,105.50,0.35,0.95
strength,12651.00,105.43,1.38,0.94
behind,12650.00,105.42,0.43,0.95
institute,12650.00,105.42,1.57,0.92
operate,12647.00,105.39,1.41,0.92
expert,12638.00,105.32,0.92,0.93
anything,12629.00,105.24,0.34,0.96
extend,12623.00,105.19,1.56,0.94
connection,12620.00,105.17,1.52,0.95
second,12618.00,105.15,0.72,0.9
competition,12593.00,104.94,1.43,0.92
sector,12563.00,104.69,2.11,0.91
best,12553.00,104.61,1.01,0.96
rise,12550.00,104.58,0.75,0.94
commitment,12532.00,104.43,1.76,0.94
manage,12502.00,104.18,0.99,0.95
involved,12493.00,104.11,1.22,0.95
detail,12491.00,104.09,1.02,0.92
everything,12488.00,104.07,0.39,0.95
interpretation,12483.00,104.03,2.63,0.94
lie,12464.00,103.87,0.79,0.92
above,12455.00,103.79,0.92,0.93
sit,12400.00,103.33,0.27,0.96
evaluate,12392.00,103.27,2.54,0.93
thousand,12382.00,103.18,0.88,0.92
message,12373.00,103.11,0.84,0.94
conclude,12359.00,102.99,1.82,0.95
sea,12350.00,102.92,0.99,0.87
near,12341.00,102.84,0.73,0.88
notion,12286.00,102.38,1.84,0.93
increasingly,12280.00,102.33,1.7,0.95
location,12275.00,102.29,1.48,0.9
domestic,12267.00,102.23,1.64,0.9
distance,12261.00,102.18,1.27,0.89
officer,12233.00,101.94,0.67,0.91
someone,12232.00,101.93,0.41,0.95
consist,12201.00,101.68,2.41,0.93
sign,12172.00,101.43,0.79,0.95
peace,12169.00,101.41,0.94,0.89
reference,12151.00,101.26,1.99,0.94
consumer,12144.00,101.20,1.04,0.93
web,12135.00,101.13,1.47,0.87
foundation,12113.00,100.94,1.45,0.96
background,12112.00,100.93,1.46,0.94
initial,12096.00,100.80,2.05,0.95
target,12089.00,100.74,1.31,0.92
easily,12080.00,100.67,1.23,0.93
adopt,12066.00,100.55,1.72,0.94
quickly,12060.00,100.50,0.69,0.93
comparison,12058.00,100.48,2.3,0.93
southern,12057.00,100.48,1.11,0.9
depend,12016.00,100.13,1.55,0.94
attempt,12012.00,100.10,1.73,0.95
standard,11991.00,99.93,1.88,0.92
predict,11984.00,99.87,1.7,0.91
employ,11963.00,99.69,2.05,0.95
hope,11958.00,99.65,0.47,0.94
definition,11955.00,99.63,2.23,0.95
certainly,11950.00,99.58,0.65,0.95
remember,11931.00,99.43,0.36,0.95
news,11929.00,99.41,0.45,0.94
kill,11905.00,99.21,0.41,0.93
essential,11870.00,98.92,2.02,0.96
up,11861.00,98.84,0.45,0.94
contact,11847.00,98.73,1.51,0.93
force,11843.00,98.69,0.85,0.94
stay,11814.00,98.45,0.39,0.96
attack,11801.00,98.34,0.75,0.91
frequently,11800.00,98.33,1.89,0.95
colleague,11797.00,98.31,1.56,0.9
actual,11772.00,98.10,1.8,0.94
brain,11769.00,98.08,1.13,0.9
dimension,11722.00,97.68,2.57,0.93
account,11722.00,97.68,1.98,0.94
theme,11702.00,97.52,1.68,0.93
since,11694.00,97.45,0.82,0.94
largely,11684.00,97.37,1.71,0.94
link,11650.00,97.08,1.77,0.95
desire,11634.00,96.95,1.58,0.92
wall,11619.00,96.83,0.44,0.94
other,11605.00,96.71,0.7,0.95
speech,11604.00,96.70,1.04,0.9
overall,11602.00,96.68,1.96,0.94
useful,11584.00,96.53,2.07,0.94
construction,11559.00,96.33,1.38,0.93
consistent,11557.00,96.31,2.3,0.93
return,11556.00,96.30,1.2,0.93
mention,11541.00,96.18,0.93,0.95
distribution,11539.00,96.16,2.47,0.9
minority,11538.00,96.15,1.53,0.92
annual,11534.00,96.12,1.3,0.93
analyze,11523.00,96.03,2.39,0.93
range,11521.00,96.01,1.88,0.92
wife,11516.00,95.97,0.44,0.94
rest,11488.00,95.73,0.65,0.96
player,11480.00,95.67,0.46,0.88
psychological,11472.00,95.60,2.39,0.89
unique,11454.00,95.45,1.73,0.94
road,11450.00,95.42,0.46,0.92
little,11447.00,95.39,0.42,0.96
each,11420.00,95.17,0.69,0.95
experiment,11408.00,95.07,2.03,0.85
trend,11407.00,95.06,1.67,0.94
exchange,11401.00,95.01,1.5,0.93
combine,11399.00,94.99,1.37,0.93
machine,11330.00,94.42,0.97,0.88
seven,11301.00,94.18,0.7,0.96
percentage,11300.00,94.17,1.76,0.92
objective,11293.00,94.11,2.44,0.94
contribution,11291.00,94.09,1.77,0.94
implication,11291.00,94.09,2.45,0.94
fully,11278.00,93.98,1.46,0.95
enable,11242.00,93.68,2.23,0.93
eight,11209.00,93.41,0.71,0.95
organize,11191.00,93.26,1.62,0.94
eventually,11181.00,93.18,1.05,0.94
else,11134.00,92.78,0.41,0.96
specifically,11133.00,92.78,1.9,0.94
currently,11126.00,92.72,1.65,0.92
right,11118.00,92.65,0.16,0.94
emotional,11103.00,92.53,1.57,0.91
replace,11050.00,92.08,1.09,0.93
locate,11035.00,91.96,1.65,0.92
suffer,11006.00,91.72,1.03,0.95
progress,11004.00,91.70,1.43,0.95
chance,11000.00,91.67,0.56,0.96
scholar,10992.00,91.60,2.06,0.91
primarily,10992.00,91.60,2.13,0.95
enhance,10980.00,91.50,2.3,0.94
improvement,10976.00,91.47,1.87,0.93
flow,10970.00,91.42,1.92,0.87
commercial,10949.00,91.24,0.85,0.89
help,10930.00,91.08,0.8,0.96
beginning,10927.00,91.06,1.11,0.95
estimate,10905.00,90.88,1.71,0.91
everyone,10898.00,90.82,0.47,0.96
expression,10875.00,90.63,1.43,0.92
phase,10870.00,90.58,2.22,0.91
rural,10841.00,90.34,1.9,0.91
typically,10841.00,90.34,1.91,0.93
above,10820.00,90.17,1.5,0.93
equipment,10818.00,90.15,1.27,0.88
growing,10815.00,90.13,1.31,0.94
long-term,10807.00,90.06,1.66,0.94
turn,10799.00,89.99,1.07,0.95
deep,10780.00,89.83,0.86,0.93
responsible,10755.00,89.63,1.27,0.95
expand,10720.00,89.33,1.48,0.94
core,10713.00,89.28,1.83,0.92
fear,10708.00,89.23,0.88,0.94
summer,10685.00,89.04,0.54,0.92
volume,10676.00,88.97,1.68,0.93
village,10665.00,88.88,1.02,0.89
visit,10659.00,88.83,0.79,0.94
approximately,10656.00,88.80,2.3,0.92
save,10647.00,88.73,0.65,0.93
limited,10632.00,88.60,1.85,0.95
propose,10626.00,88.55,1.59,0.94
fill,10608.00,88.40,0.6,0.94
enjoy,10605.00,88.38,0.77,0.96
framework,10591.00,88.26,2.86,0.94
existing,10580.00,88.17,2.06,0.93
document,10564.00,88.03,1.35,0.94
reaction,10562.00,88.02,1.28,0.94
creation,10529.00,87.74,1.98,0.92
code,10521.00,87.68,1.53,0.92
king,10495.00,87.46,0.84,0.92
emphasis,10485.00,87.38,2.25,0.95
industrial,10459.00,87.16,1.76,0.91
campaign,10446.00,87.05,0.53,0.9
external,10434.00,86.95,2.8,0.95
watch,10413.00,86.78,0.27,0.94
waste,10380.00,86.50,1.8,0.84
card,10376.00,86.47,0.77,0.87
human,10375.00,86.46,1.49,0.9
potential,10370.00,86.42,1.93,0.94
close,10360.00,86.33,0.77,0.94
average,10360.00,86.33,1.17,0.93
red,10310.00,85.92,0.5,0.89
eastern,10298.00,85.82,1.34,0.91
climate,10272.00,85.60,1.78,0.87
investigation,10255.00,85.46,0.98,0.94
fight,10246.00,85.38,0.58,0.92
home,10243.00,85.36,0.34,0.96
box,10200.00,85.00,0.67,0.87
mass,10184.00,84.87,1.39,0.9
alone,10177.00,84.81,0.95,0.96
complete,10162.00,84.68,1.28,0.94
explanation,10158.00,84.65,1.87,0.93
technical,10149.00,84.58,1.89,0.91
county,10123.00,84.36,0.57,0.93
executive,10113.00,84.28,0.7,0.93
mechanism,10105.00,84.21,2.52,0.91
description,10073.00,83.94,2,0.94
vary,10043.00,83.69,2.19,0.92
reduction,10007.00,83.39,2.04,0.91
agent,9982.00,83.18,0.84,0.95
record,9980.00,83.17,1.47,0.92
weapon,9958.00,82.98,0.75,0.89
call,9949.00,82.91,0.53,0.95
commission,9940.00,82.83,1.15,0.92
discipline,9933.00,82.78,2.07,0.95
construct,9897.00,82.48,2.25,0.94
daily,9884.00,82.37,1.27,0.94
couple,9873.00,82.28,0.42,0.93
equal,9869.00,82.24,1.63,0.95
very,9852.00,82.10,1.01,0.93
arrive,9811.00,81.76,0.67,0.94
origin,9810.00,81.75,2.34,0.93
concerned,9792.00,81.60,0.93,0.95
rich,9776.00,81.47,0.88,0.96
whereas,9774.00,81.45,2.5,0.94
rely,9772.00,81.43,1.6,0.95
instead,9763.00,81.36,0.87,0.95
fundamental,9763.00,81.36,2.1,0.94
answer,9726.00,81.05,0.66,0.96
opposition,9714.00,80.95,1.58,0.9
transition,9705.00,80.88,1.93,0.93
assumption,9697.00,80.81,2.36,0.95
phone,9696.00,80.80,0.43,0.88
video,9690.00,80.75,0.69,0.87
supply,9683.00,80.69,1.26,0.91
German,9678.00,80.65,1.5587313,0.899993704
existence,9678.00,80.65,1.97,0.94
Internet,9676.00,80.63,0.955804954,0.911143479
formal,9602.00,80.02,1.96,0.94
correlation,9589.00,79.91,3.22,0.89
manner,9562.00,79.68,1.56,0.95
assistance,9560.00,79.67,1.78,0.93
comment,9551.00,79.59,1.1,0.95
victim,9548.00,79.57,0.83,0.93
combination,9515.00,79.29,1.55,0.93
challenge,9486.00,79.05,1.49,0.95
kid,9466.00,78.88,0.24,0.94
top,9453.00,78.78,0.52,0.91
increasing,9445.00,78.71,2.08,0.94
connect,9440.00,78.67,1.36,0.93
park,9424.00,78.53,0.44,0.89
hypothesis,9411.00,78.43,3.12,0.9
shape,9389.00,78.24,1.01,0.9
wear,9375.00,78.13,0.39,0.94
French,9372.00,78.10,1.10016732,0.902903714
phenomenon,9371.00,78.09,2.19,0.93
vehicle,9357.00,77.98,1.02,0.87
crime,9351.00,77.93,0.64,0.91
deliver,9349.00,77.91,1.02,0.94
addition,9337.00,77.81,1.72,0.95
planning,9334.00,77.78,1.87,0.93
error,9333.00,77.78,1.87,0.91
household,9330.00,77.75,1.64,0.89
cold,9321.00,77.68,0.68,0.91
limit,9320.00,77.67,1.4,0.93
cite,9319.00,77.66,1.58,0.96
name,9319.00,77.66,0.64,0.95
lack,9312.00,77.60,1.65,0.95
judgment,9304.00,77.53,1.59,0.91
away,9302.00,77.52,0.58,0.95
path,9297.00,77.48,1.05,0.92
cost,9272.00,77.27,0.86,0.9
date,9270.00,77.25,0.96,0.94
constitute,9255.00,77.13,2.57,0.94
relevant,9249.00,77.08,2.44,0.95
drop,9245.00,77.04,0.53,0.94
typical,9237.00,76.98,1.54,0.94
candidate,9230.00,76.92,0.68,0.93
selection,9227.00,76.89,1.8,0.91
incorporate,9227.00,76.89,2.25,0.94
illustrate,9224.00,76.87,2.01,0.94
fire,9175.00,76.46,0.5,0.9
cycle,9171.00,76.43,1.88,0.87
affair,9168.00,76.40,1.08,0.91
ultimately,9158.00,76.32,1.45,0.95
regular,9140.00,76.17,1.09,0.95
depression,9140.00,76.17,1.72,0.88
travel,9131.00,76.09,0.82,0.92
consideration,9110.00,75.92,2.1,0.95
editor,9099.00,75.83,0.71,0.93
balance,9093.00,75.78,1.33,0.95
previously,9090.00,75.75,1.95,0.94
arise,9054.00,75.45,2.23,0.94
wait,9051.00,75.43,0.29,0.95
developing,9039.00,75.33,2.2,0.93
measurement,9030.00,75.25,2.85,0.88
interesting,9003.00,75.03,0.77,0.94
separate,8997.00,74.98,1.54,0.94
circumstance,8996.00,74.97,1.45,0.94
resident,8994.00,74.95,0.89,0.9
Jewish,8987.00,74.89,1.414581465,0.88462778
investigate,8975.00,74.79,1.44,0.93
recognition,8954.00,74.62,2.05,0.95
acknowledge,8950.00,74.58,1.32,0.95
mode,8943.00,74.53,2.36,0.91
spring,8942.00,74.52,0.64,0.92
immediately,8941.00,74.51,0.87,0.96
similarly,8941.00,74.51,2.39,0.95
resistance,8931.00,74.43,1.86,0.93
fit,8915.00,74.29,1.03,0.93
circle,8913.00,74.28,1.17,0.88
aid,8905.00,74.21,1.27,0.91
furthermore,8899.00,74.16,2.83,0.94
diversity,8885.00,74.04,2.07,0.91
northern,8871.00,73.93,1.22,0.89
practical,8867.00,73.89,1.87,0.95
below,8864.00,73.87,1.19,0.93
anxiety,8862.00,73.85,1.99,0.87
acquire,8856.00,73.80,1.66,0.96
lay,8853.00,73.78,0.58,0.93
catch,8852.00,73.77,0.42,0.91
store,8843.00,73.69,0.51,0.91
charge,8831.00,73.59,0.68,0.93
soldier,8785.00,73.21,0.7,0.89
ignore,8781.00,73.18,1.05,0.95
pursue,8781.00,73.18,1.42,0.94
characterize,8768.00,73.07,2.44,0.94
differ,8759.00,72.99,2.56,0.93
anyone,8725.00,72.71,0.48,0.95
intend,8715.00,72.63,1.2,0.95
review,8692.00,72.43,1.65,0.95
interpret,8685.00,72.38,2.3,0.94
enough,8672.00,72.27,0.63,0.93
latter,8668.00,72.23,2.28,0.94
lake,8667.00,72.23,0.76,0.84
credit,8665.00,72.21,0.8,0.93
sort,8660.00,72.17,0.59,0.95
creative,8655.00,72.13,1.59,0.92
map,8651.00,72.09,1.19,0.88
television,8651.00,72.09,0.58,0.95
limitation,8646.00,72.05,2.51,0.93
push,8634.00,71.95,0.49,0.94
respect,8628.00,71.90,1.21,0.94
eliminate,8613.00,71.78,1.42,0.94
resolution,8610.00,71.75,1.51,0.91
implementation,8609.00,71.74,3.02,0.91
otherwise,8607.00,71.73,1.17,0.95
deal,8605.00,71.71,0.56,0.93
direct,8598.00,71.65,1.19,0.96
birth,8585.00,71.54,1.13,0.93
budget,8580.00,71.50,0.68,0.93
aware,8569.00,71.41,1.09,0.96
length,8567.00,71.39,1.42,0.87
recall,8562.00,71.35,0.81,0.96
search,8558.00,71.32,1.22,0.91
club,8554.00,71.28,0.61,0.91
numerous,8550.00,71.25,1.81,0.94
ancient,8544.00,71.20,1.4,0.92
wave,8544.00,71.20,1.02,0.87
significance,8540.00,71.17,2.43,0.94
heavy,8536.00,71.13,0.71,0.91
none,8515.00,70.96,0.78,0.96
revolution,8496.00,70.80,1.64,0.92
philosophy,8494.00,70.78,1.79,0.92
display,8482.00,70.68,1.64,0.92
part,8481.00,70.68,1.43,0.95
struggle,8469.00,70.58,1.45,0.91
professional,8458.00,70.48,2,0.91
radio,8456.00,70.47,0.65,0.87
capture,8454.00,70.45,1.29,0.9
publication,8447.00,70.39,1.93,0.94
variation,8445.00,70.38,2.4,0.9
police,8438.00,70.32,0.31,0.91
derive,8435.00,70.29,2.56,0.95
alternative,8425.00,70.21,1.6,0.95
threaten,8404.00,70.03,1.03,0.93
border,8393.00,69.94,0.95,0.91
completely,8389.00,69.91,0.83,0.94
widely,8383.00,69.86,1.69,0.94
English,8378.00,69.82,1.329962446,0.922344231
whatever,8374.00,69.78,0.54,0.95
mountain,8357.00,69.64,0.58,0.9
permit,8351.00,69.59,1.66,0.93
interested,8350.00,69.58,0.93,0.95
confirm,8347.00,69.56,1.4,0.95
Russian,8344.00,69.53,1.140497214,0.887431243
alternative,8342.00,69.52,2.06,0.95
merely,8338.00,69.48,1.52,0.94
contract,8326.00,69.38,0.88,0.92
initiative,8323.00,69.36,1.63,0.94
e-mail,8320.00,69.33,1.11,0.87
pick,8285.00,69.04,0.35,0.93
imagine,8275.00,68.96,0.61,0.94
hope,8269.00,68.91,0.73,0.93
fall,8268.00,68.90,0.69,0.95
employment,8265.00,68.88,1.96,0.91
regard,8263.00,68.86,1.6,0.95
brother,8261.00,68.84,0.42,0.93
landscape,8261.00,68.84,1.33,0.89
wrong,8221.00,68.51,0.45,0.95
neither,8217.00,68.48,1.34,0.94
estimate,8208.00,68.40,1.92,0.91
effectively,8203.00,68.36,2,0.95
era,8167.00,68.06,1.21,0.93
station,8166.00,68.05,0.57,0.89
husband,8163.00,68.03,0.44,0.92
safe,8133.00,67.78,0.71,0.94
divide,8133.00,67.78,1.43,0.96
approach,8131.00,67.76,0.96,0.95
fine,8128.00,67.73,0.48,0.94
cooperation,8125.00,67.71,2.08,0.9
door,8124.00,67.70,0.21,0.94
farmer,8115.00,67.63,1.12,0.89
deny,8106.00,67.55,0.99,0.92
check,8104.00,67.53,0.57,0.9
window,8103.00,67.53,0.39,0.87
transform,8091.00,67.43,1.64,0.95
close,8090.00,67.42,0.61,0.92
demand,8079.00,67.33,1.04,0.95
absence,8064.00,67.20,1.93,0.95
imply,8064.00,67.20,2.2,0.94
morning,8060.00,67.17,0.23,0.94
farm,8050.00,67.08,0.86,0.9
insurance,8044.00,67.03,0.75,0.9
rise,8044.00,67.03,1.44,0.94
show,8044.00,67.03,0.29,0.93
reject,8038.00,66.98,1.49,0.93
comprehensive,8015.00,66.79,2.23,0.95
hot,8007.00,66.73,0.47,0.88
observer,7997.00,66.64,1.92,0.89
earn,7996.00,66.63,0.88,0.95
owner,7992.00,66.60,0.65,0.93
nevertheless,7989.00,66.58,2,0.94
prior,7984.00,66.53,2.21,0.94
testing,7978.00,66.48,1.87,0.91
link,7959.00,66.33,1.62,0.94
once,7957.00,66.31,0.8,0.94
willing,7944.00,66.20,0.86,0.96
evolution,7924.00,66.03,2.31,0.86
train,7924.00,66.03,1.07,0.96
intellectual,7910.00,65.92,2.2,0.94
wish,7905.00,65.88,0.68,0.95
commit,7893.00,65.78,0.95,0.94
signal,7885.00,65.71,1.51,0.84
passage,7884.00,65.70,1.62,0.92
facilitate,7881.00,65.68,2.85,0.94
discovery,7873.00,65.61,1.65,0.88
edge,7873.00,65.61,0.62,0.86
biological,7869.00,65.58,1.93,0.86
dark,7869.00,65.58,0.53,0.85
introduction,7867.00,65.56,2.22,0.94
boundary,7865.00,65.54,2.14,0.93
panel,7847.00,65.39,1.11,0.88
listen,7833.00,65.28,0.39,0.94
rock,7815.00,65.13,0.53,0.88
substantial,7810.00,65.08,1.93,0.94
ratio,7806.00,65.05,2.43,0.9
official,7801.00,65.01,1.29,0.92
strongly,7800.00,65.00,1.76,0.93
motion,7794.00,64.95,1.3,0.87
senior,7790.00,64.92,0.67,0.95
